title,stars,reviews,price,price_tier,category_name,engagement,KU Status,Bestseller,Editors Pick,Goodreads Choice
"The Elissas: Three Girls, One Fate, and the Deadly Secrets of Suburbia",4.0,0,14.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,Yes,No
Life Is in the Transitions: Mastering Change at Any Age,4.5,0,14.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
Becoming Sister Wives: The Story of an Unconventional Marriage,4.1,0,13.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
"Raising Kids with Big, Baffling Behaviors: Brain-Body-Sensory Strategies That Really Work",5.0,0,9.99,$5-$10,Parenting & Relationships,No Reviews,Paid,No,No,No
"WomanCode: Perfect Your Cycle, Amplify Your Fertility, Supercharge Your Sex Drive, and Become a Power Source",4.6,0,14.99,$10-$15,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
Women Who Love Too Much,4.6,0,14.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
Famous Last Words,4.4,0,3.99,Under $5,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
The Expectant Father: The Ultimate Guide for Dads-to-Be (Fifth Edition) (The New Father),4.7,0,9.99,$5-$10,Parenting & Relationships,No Reviews,Paid,No,No,No
"The Return (Pulitzer Prize Winner): Fathers, Sons and the Land in Between",4.3,0,14.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
The Tender Bar: A Memoir,4.5,0,10.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
The Secret: A gripping novel of how far a mother would go for her child from the #1 author of The Letter: A gripping World War Two historical fiction novel ... her child from the #1 author of The Letter,4.3,0,2.99,Under $5,Parenting & Relationships,No Reviews,Paid,No,No,No
I Never Thought of It That Way: How to Have Fearlessly Curious Conversations in Dangerously Divided Times,4.5,0,12.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
"Birth Partner 5th Edition: A Complete Guide to Childbirth for Dads, Partners, Doulas, and All Other Labor Companions",4.7,0,11.99,$10-$15,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
"The Anatomy of Peace, Fourth Edition: Resolving the Heart of Conflict",4.7,0,9.99,$5-$10,Parenting & Relationships,No Reviews,Paid,No,No,No
My Final Breath (Home Street Home Series Book 6),4.5,0,5.99,$5-$10,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
"Healthy Sleep Habits, Happy Child, 5th Edition: A New Step-by-Step Guide for a Good Night's Sleep",4.6,0,14.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
Twelve Hours' Sleep by Twelve Weeks Old: A Step-by-Step Plan for Baby Sleep Success,4.4,0,12.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
The Deepest Well: Healing the Long-Term Effects of Childhood Trauma and Adversity,4.7,0,12.49,$10-$15,Parenting & Relationships,No Reviews,Paid,No,Yes,No
Wanted Wed Or Alive: The G.D. Taylors Series,4.5,0,4.99,Under $5,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
Unfinished Business: Breaking Down the Great Wall Between Adult Child and Immigrant Parents,5.0,0,9.99,$5-$10,Parenting & Relationships,No Reviews,Paid,Yes,No,No
Los 5 lenguajes del amor (Spanish Edition),4.8,0,4.99,Under $5,Parenting & Relationships,No Reviews,Paid,No,No,No
Love to Hate Her: Enemies to Lovers Rockstar Romance (Wild Love Book 2),4.6,0,4.99,Under $5,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
The Quickening: Creation and Community at the Ends of the Earth,4.3,0,10.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
A Child Called It: One Child's Courage to Survive,4.7,0,10.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
Calm the Chaos: A Fail-Proof Road Map for Parenting Even the Most Challenging Kids,4.9,0,13.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
Ruthless Queen: A Reverse Harem Romance (Ruthless Royals Book 2),4.2,0,4.99,Under $5,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
A Heart That Works,4.7,0,11.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
"The Simplest Baby Book in the World: The Illustrated, Grab-and-Do Guide for a Healthy, Happy Baby",4.8,0,9.99,$5-$10,Parenting & Relationships,No Reviews,Paid,No,No,No
Furore: Texas Chapter Duet Part One (The Night Skulls MC Book 1),4.0,0,4.99,Under $5,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
"To Have and to Hold: Motherhood, Marriage, and the Modern Dilemma",4.6,0,19.99,Over $15,Parenting & Relationships,No Reviews,Paid,No,No,No
We're Pregnant! The First Time Dad's Pregnancy Handbook (First-Time Dads),4.7,0,6.99,$5-$10,Parenting & Relationships,No Reviews,Kindle Unlimited,Yes,No,No
The Family Firm: A Data-Driven Guide to Better Decision Making in the Early School Years (The ParentData Series Book 3),4.5,0,14.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
Prickly Romance: Single Dad AMBW (Billionaire Dads),4.3,0,4.99,Under $5,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
The Book of Boundaries: Set the Limits That Will Set You Free,4.6,0,12.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,Yes,No
"After the Affair, Third Edition: Healing the Pain and Rebuilding Trust When a Partner Has Been Unfaithful",4.4,0,15.49,Over $15,Parenting & Relationships,No Reviews,Paid,No,No,No
"Healing Your Wounded Inner Child: A CBT Workbook to Overcome Past Trauma, Face Abandonment and Regain Emotional Stability. (Cognitive Behavioral Therapy)",4.5,0,9.99,$5-$10,Parenting & Relationships,No Reviews,Kindle Unlimited,Yes,No,No
"Taking Charge of ADHD: The Complete, Authoritative Guide for Parents",4.7,0,9.99,$5-$10,Parenting & Relationships,No Reviews,Paid,No,No,No
Kissing Asphalt: The Courageous True Story of One Child's Unbreakable Spirit—From Kidnapping & Abuse to Self-Love (ResilientAF Book 1),3.7,0,0.99,Under $5,Parenting & Relationships,No Reviews,Kindle Unlimited,Yes,No,No
Beautiful Boy: A Father's Journey Through His Son's Addiction,4.6,0,9.99,$5-$10,Parenting & Relationships,No Reviews,Paid,No,Yes,No
The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,4.6,0,8.99,$5-$10,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
One Day In Summer: The perfect uplifting read from bestseller Shari Low,4.4,0,2.99,Under $5,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
Recovering from Emotionally Immature Parents: Practical Tools to Establish Boundaries and Reclaim Your Emotional Autonomy,4.8,0,9.99,$5-$10,Parenting & Relationships,No Reviews,Paid,No,No,No
"The Rise: As seen on ITV - a gritty, glamorous thriller from Shari Low and TV's Ross King (The Hollywood Thriller Trilogy Book 1)",4.4,0,1.99,Under $5,Parenting & Relationships,No Reviews,Kindle Unlimited,Yes,No,No
"We Were Once a Family: A Story of Love, Death, and Child Removal in America",4.5,0,14.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
More Than Two: A Practical Guide to Ethical Polyamory (More Than Two Essentials),4.6,0,10.49,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
"Travelers to Unimaginable Lands: Stories of Dementia, the Caregiver, and the Human Brain",4.5,0,13.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,Yes,No
My One Month Marriage: The uplifting page-turner from #1 bestseller Shari Low,4.2,0,2.99,Under $5,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
The Nurture Revolution: Grow Your Baby's Brain and Transform Their Mental Health through the Art of Nurtured Parenting,4.9,0,14.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
Woven: Nurturing a Faith Your Kid Doesn't Have to Heal From,5.0,0,13.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
Secret Baby With My Brother's Best Friend: An Enemies to Lovers Fake Dating Sports Romance,4.0,0,2.99,Under $5,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
Control: A single dad romance (The Protocol Series Book 1),4.6,0,4.99,Under $5,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
Shepherding a Child's Heart,4.7,0,8.54,$5-$10,Parenting & Relationships,No Reviews,Paid,No,No,No
Conscious Uncoupling: 5 Steps to Living Happily Even After,4.6,0,4.99,Under $5,Parenting & Relationships,No Reviews,Paid,No,No,No
Done With The Crying: Help and Healing for Mothers of Estranged Adult Children,4.6,0,9.99,$5-$10,Parenting & Relationships,No Reviews,Paid,No,No,No
Rosemary: The Hidden Kennedy Daughter,4.2,0,14.99,$10-$15,Parenting & Relationships,No Reviews,Kindle Unlimited,No,Yes,No
"Simplicity Parenting: Using the Extraordinary Power of Less to Raise Calmer, Happier, and More Secure Kids (Early Years)",4.6,0,10.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
Before and After: The Incredible Real-Life Stories of Orphans Who Survived the Tennessee Children's Home Society,4.5,0,9.99,$5-$10,Parenting & Relationships,No Reviews,Paid,No,No,Yes
"Grumpy Billionaire Protector: A Forced Proximity, Enemies to Lovers Romance",4.4,0,0.99,Under $5,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
Communicate Your Feelings (without starting a fight): What to Say and What Not to Say to Your Partner (Mental & Emotional Wellness Book 1),4.6,0,3.99,Under $5,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
What Next?: The BRAND NEW laugh-out-loud novel from #1 bestseller Shari Low,4.4,0,2.99,Under $5,Parenting & Relationships,No Reviews,Kindle Unlimited,Yes,No,No
When Kids Say They're Trans: A Guide for Parents,4.8,0,11.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
The Highly Sensitive Child: Helping Our Children Thrive When the World Overwhelms Them,4.6,0,7.99,$5-$10,Parenting & Relationships,No Reviews,Paid,No,No,No
All Her Little Lies: A totally gripping new psychological thriller with a shocking twist,4.2,0,2.49,Under $5,Parenting & Relationships,No Reviews,Kindle Unlimited,Yes,No,No
Somebody's Daughter: A Memoir,4.3,0,11.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,Yes,No
"Insecure in Love: How Anxious Attachment Can Make You Feel Jealous, Needy, and Worried and What You Can Do About It",4.5,0,10.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
Never Be Alone (Home Street Home Series Book 5),4.6,0,5.99,$5-$10,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
In a Father's Footsteps: Book Club Fiction (Women of Savannah),4.5,0,6.99,$5-$10,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
"The Intentional Father: A Practical Guide to Raise Sons of Courage and Character (Includes Activities, Rites of Passage, and Steps for Parenting Boys. ... for Dads, Grandpas, and Expectant Fathers)",4.7,0,9.21,$5-$10,Parenting & Relationships,No Reviews,Paid,No,No,No
Cats & Daughters:: They Don't Always Come When Called,4.6,0,7.99,$5-$10,Parenting & Relationships,No Reviews,Kindle Unlimited,Yes,No,No
Seeing Beautiful Again: 50 Devotions to Find Redemption in Every Part of Your Story,4.9,0,12.99,$10-$15,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
Development Through The Lifespan,4.6,0,52.52,Over $15,Parenting & Relationships,No Reviews,Paid,No,No,No
"Overcoming Dyslexia (2020 Edition): Second Edition, Completely Revised and Updated",4.8,0,13.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
"You Only Live Once: The laugh-out-loud, feel-good romantic comedy from Maxine Morrey",4.3,0,2.99,Under $5,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
No Bad Kids: Toddler Discipline Without Shame,4.7,0,5.99,$5-$10,Parenting & Relationships,No Reviews,Paid,No,No,No
Another Forgotten Child,4.6,0,11.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
"Nobody Loves Me: Bobby’s true story of neglect, secrets and abuse",4.8,0,0.0,Free,Parenting & Relationships,No Reviews,Paid,No,No,No
"A Radical Guide for Women with ADHD: Embrace Neurodiversity, Live Boldly, and Break Through Barriers",4.6,0,12.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
My Own Magic: A Reappearing Act,4.2,0,14.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
"The Family at Number 11: A twisty, nail-biting and unputdownable psychological thriller",4.1,0,3.99,Under $5,Parenting & Relationships,No Reviews,Paid,No,No,No
"Guide to a Healthy Pregnancy, 2nd Edition: 2nd Edition: Fully Revised and Updated",4.8,0,9.99,$5-$10,Parenting & Relationships,No Reviews,Paid,No,No,No
The Wonder Weeks: A Stress-Free Guide to Your Baby's Behavior (6th Edition),4.7,0,9.99,$5-$10,Parenting & Relationships,No Reviews,Paid,No,No,No
The Baby Decision: How to Make the Most Important Choice of Your Life,4.6,0,9.99,$5-$10,Parenting & Relationships,No Reviews,Paid,No,No,No
"Low-Demand Parenting: Dropping Demands, Restoring Calm, and Finding Connection with your Uniquely Wired Child",4.8,0,9.99,$5-$10,Parenting & Relationships,No Reviews,Paid,No,No,No
The Courage to Stay: How to Heal From an Affair and Save Your Marriage,4.5,0,9.95,$5-$10,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
The First Forty Days: The Essential Art of Nourishing the New Mother,4.7,0,9.5,$5-$10,Parenting & Relationships,No Reviews,Paid,No,No,No
"The Happiest Toddler on the Block: How to Eliminate Tantrums and Raise a Patient, Respectful and Cooperative One- to Four-Year-Old: Revised Edition",4.5,0,14.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
Autism Spectrum Disorders from Theory to Practice: Assessment and Intervention Tools Across the Lifespan,5.0,0,56.0,Over $15,Parenting & Relationships,No Reviews,Paid,No,No,No
What to Expect Before You're Expecting: The Complete Guide to Getting Pregnant,4.6,0,9.99,$5-$10,Parenting & Relationships,No Reviews,Paid,No,No,No
"Pregnancy, Childbirth, and the Newborn: The Complete Guide",4.7,0,13.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
Parenting with Love and Logic: Teaching Children Responsibility,4.6,0,18.93,Over $15,Parenting & Relationships,No Reviews,Paid,No,No,No
A Sister's Promise: The heartbreaking read from Caroline Finnerty,4.5,0,2.99,Under $5,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
"The Grief Recovery Handbook, 20th Anniversary Expanded Edition: The Action Program for Moving Beyond Death, Divorce, and Other Losses including Health, Career, and Faith",4.7,0,14.49,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
A Place Called Home: A Memoir,4.7,0,15.99,Over $15,Parenting & Relationships,No Reviews,Paid,No,No,No
The Art Of Seduction (The Modern Machiavellian Robert Greene Book 1),4.4,0,0.0,Free,Parenting & Relationships,No Reviews,Paid,No,No,No
Siblings Without Rivalry: How to Help Your Children Live Together So You Can Live Too,4.7,0,9.99,$5-$10,Parenting & Relationships,No Reviews,Paid,No,No,No
Mom Rage: The Everyday Crisis of Modern Motherhood,4.5,0,17.99,Over $15,Parenting & Relationships,No Reviews,Paid,No,No,No
"Child, Family, and Community: Family-Centered Early Care and Education",4.6,0,74.99,Over $15,Parenting & Relationships,No Reviews,Paid,No,No,No
When to Walk Away: Finding Freedom from Toxic People,4.7,0,14.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
The Womanly Art of Breastfeeding: Completely Revised and Updated 8th Edition,4.7,0,14.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
The Gift of Years: Growing Older Gracefully,4.6,0,10.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
Broken Faith: Inside one of America's Most Dangerous Cults,4.5,0,14.99,$10-$15,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
On Grief and Grieving: Finding the Meaning of Grief Through the Five Stages of Loss,4.7,0,13.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
"Solve Your Child's Sleep Problems: Revised Edition: New, Revised, and Expanded Edition",4.6,0,13.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
Parenting: Getting It Right,4.8,0,14.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
My Secret Baby for the Wide Receiver: An Enemies to Lovers Sports Romance,4.0,0,2.99,Under $5,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
The Walls We Break (The Alphaletes Book 2),4.6,0,4.99,Under $5,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
The 7 Habits Of Highly Effective Teens,4.6,0,13.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
"Raising Spiritual Champions: Nurturing Your Child's Heart, Mind and Soul",5.0,0,9.99,$5-$10,Parenting & Relationships,No Reviews,Paid,No,No,No
El arte de la seducción (Biblioteca Robert Greene) (Spanish Edition),4.7,0,13.77,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
"Leave a Cheater, Gain a Life: The Chump Lady's Survival Guide",4.8,0,10.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
"The Good Daughter Syndrome: Help For Empathic Daughters of Narcissistic, Borderline, or Difficult Mothers Trapped in the Role of the Good Daughter",4.9,0,4.99,Under $5,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
I Hear You: The Surprisingly Simple Skill Behind Extraordinary Relationships,4.6,0,9.99,$5-$10,Parenting & Relationships,No Reviews,Kindle Unlimited,No,No,No
Walking Home: Common Sense and Other Misadventures On the Pacific Crest Trail,4.4,0,3.99,Under $5,Parenting & Relationships,No Reviews,Kindle Unlimited,Yes,No,No
"Rejected, Shamed, and Blamed: Help and Hope for Adults in the Family Scapegoat Role",4.6,0,7.29,$5-$10,Parenting & Relationships,No Reviews,Paid,No,No,No
"Psychopath Free (Expanded Edition): Recovering from Emotionally Abusive Relationships With Narcissists, Sociopaths, and Other Toxic People",4.7,0,13.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
"Far From the Tree: Parents, Children and the Search for Identity",4.6,0,17.99,Over $15,Parenting & Relationships,No Reviews,Paid,No,Yes,No
"Peaceful Parent, Happy Kids: How to Stop Yelling and Start Connecting (The Peaceful Parent Series)",4.6,0,14.99,$10-$15,Parenting & Relationships,No Reviews,Paid,No,No,No
